plz,ort,grundversorger,gv_tarif_stichtag_alt,gv_ap_stichtag_alt,gv_gp_stichtag_alt,gv_gesamtpreis_stichtag_alt,gv_tarif_stichtag_neu,gv_ap_stichtag_neu,gv_gp_stichtag_neu,gv_gesamtpreis_stichtag_neu,differenz_gv_gesamtpreis,sondertarif_stichtag_alt,sondertarif_stichtag_alt_ap,sondertarif_stichtag_alt_gp,sondertarif_stichtag_alt_gesamtpreis,sondertarif_stichtag_neu,sondertarif_stichtag_neu_ap,sondertarif_neu_gp,sondertarif_stichtag_neu_gesamtpreis,differenz_sondertarif_stichtag_alt_stichtag_neu,PLZ_FirstDigit
04229,Leipzig,Stadtwerke Leipzig GmbH,L-Strom.basis (Grundversorgung),31.35,141.18,1238.43,L-Strom.basis (Grundversorgung),29.66,154.56,1192.66,-45.77,NEWfair Strom 3 ,20.01,121.21,821.56,SimplyFair Tarif,19.47639,141.7059,823.37955,1.81955,0
09306,Leupahn,envia Mitteldeutsche Energie AG,enviaM regio,36.567,112.92,1392.765,enviaM regio,31.857,112.92,1227.915,-164.85,NEWfair Strom 3 ,21.13,121.04,860.59,SimplyFair Tarif,20.59639,141.5378,862.41145,1.82145,0
06766,Bitterfeld-Wolfen,envia Mitteldeutsche Energie AG,enviaM regio,36.567,112.92,1392.765,enviaM regio,31.857,112.92,1227.915,-164.85,strompur,21.80672,128.037,891.2722,KlickStrom24 plus,21.59,129.81,885.46,-5.8122,0
07607,Hainspitz,TEAG Thüringer Energie AG,Grundversorgung,41.93,145.72,1613.27,Grundversorgung,41.93,145.72,1613.27,0.0,NEWfair Strom 3 ,21.66,149.55,907.65,NEWfair Strom 3 ,21.385,137.33,885.805,-21.845,0
19217,Pogez,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
15328,Küstriner Vorland,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
16230,Britz,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
17419,Kamminke,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
19348,Schönfeld,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,KlickStrom24 plus,20.45,155.36,871.11,-136.586,1
17091,Breesen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
12099,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
19249,Lübtheen,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best natur,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
12101,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
19217,Dechow,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
17337,Schönhausen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2185,50.42,933.0675,KlickStrom24 plus,22.45,133.46,919.21,-13.8575,1
17390,Ziethen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
15326,Wulkow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
19079,Sukow,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
17429,Pudagla,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
18230,Mechelsdorf,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
12355,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
18059,Papendorf,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,SPAR STROM,23.5,93.72,916.22,Mein Münster:Strom 24M,24.29,64.0,914.15,-2.07,1
13353,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
19258,Boizenburg,VersorgungsBetriebe Elbe GmbH,Grundversorgung,42.95,100.0,1603.25,Grundversorgung,32.44,121.0,1256.4,-346.85,NEWfair Strom 3 ,24.08,104.0,946.8,NEWfair Strom 3 ,21.995,116.0,885.825,-60.975,1
17419,Seebad Ahlbeck,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
18195,Grammow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
16259,Höhenland,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
10247,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
15306,Lietzen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
12103,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
17268,Templin,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
16230,Sydower Fließ,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
17509,Rubenow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2185,50.42,933.0675,KlickStrom24 plus,22.45,133.46,919.21,-13.8575,1
16833,Tarmow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
18516,Süderholz,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
17217,Penzlin,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2185,50.42,933.0675,KlickStrom24 plus,22.45,133.46,919.21,-13.8575,1
16792,Zehdenick,Havelstrom Zehdenick GmbH,Grundversorgung,31.16,111.2,1201.8,Grundversorgung,31.16,111.2,1201.8,0.0,SimplyFair Tarif,20.64639,127.2017,849.82535,SimplyFair Tarif,20.64639,127.2017,849.82535,0.0,1
19073,Klein Rogahn,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
19205,Roggendorf,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
19406,Sternberg,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best natur,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
15859,Storkow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2185,50.42,933.0675,KlickStrom24 plus,22.45,133.46,919.21,-13.8575,1
15864,Diensdorf-Radlow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
18249,Warnow,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MAINGAU StromGarant,27.1765,50.42,1001.5975,StrelaStrom regio mv2,28.13,130.8,,,1
10435,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
14669,Ketzin,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
19067,Dobin am See,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best natur,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
19230,Kirch Jesar,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,SPAR STROM,21.45,127.56,878.31,StrelaStrom regio mv2,28.13,130.8,,,1
17192,Torgelow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
17391,Iven,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
19374,Klinken,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
10997,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
15890,Schlaubetal,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
18230,Kägsdorf,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
19412,Blankenberg,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
17207,Südmüritz,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2017,50.42,932.4795,KlickStrom24 plus,22.45,133.46,919.21,-13.2695,1
14823,Zixdorf,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
15344,Strausberg,Stadtwerke Strausberg GmbH,ssg.classic,39.93,125.04,1522.59,ssg.classic,30.08403,130.5882,1183.52925,-339.06075,NEWfair Strom 3 ,22.88,77.45,878.25,SimplyFair Tarif,22.34639,97.9496,880.07325,1.82325,1
17255,Wesenberg,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
17194,Klocksin,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2185,50.42,933.0675,KlickStrom24 plus,22.45,133.46,919.21,-13.8575,1
14778,Beetzsee,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
18569,Trent,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
10999,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
12209,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
15936,Dahmetal,Stadt- und Überlandwerke GmbH Luckau-Lübbenau,SpreewaldStrom Basis,35.69,135.48,1384.63,SpreewaldStrom Basis,35.69,135.48,1384.63,0.0,MAX Basic Strom 12,21.094,116.2,854.49,KlickStrom24 plus,20.0,115.21,815.21,-39.28,1
18195,Selpin,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
18146,Rostock,Stadtwerke Rostock AG,STROM BASIS,34.005,75.7,1265.875,STROM BASIS,34.005,75.7,1265.875,0.0,NEWfair Strom 3 ,20.64,67.7,790.1,StrelaStrom city Rostock,27.67,72.0,,,1
19288,Glaisin,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,SPAR STROM,24.69,112.2,976.35,StrelaStrom regio mv2,28.13,130.8,,,1
18209,Wittenbeck,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
19273,Tripkau,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best natur,23.5798,182.403,1007.696,KlickStrom24 plus,20.45,155.36,871.11,-136.586,1
18057,Rostock,Stadtwerke Rostock AG,STROM BASIS,34.005,75.7,1265.875,STROM BASIS,34.005,75.7,1265.875,0.0,NEWfair Strom 3 ,20.64,67.7,790.1,StrelaStrom city Rostock,27.67,72.0,,,1
10969,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
17235,Neustrelitz,Stadtwerke Neustrelitz GmbH,strelitz.strom24-classic haushalt,33.56,56.76,1231.36,strelitz.strom24-classic haushalt,29.9,56.76,1103.26,-128.1,SimplyFair Tarif,22.61639,99.9076,891.48125,KlickStrom24 plus,22.52,86.81,875.01,-16.47125,1
17089,Burow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
19399,Langenhagen,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
18209,Reddelich,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
17454,Zinnowitz,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
12685,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
14662,Friesack,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
18519,Sundhagen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
19336,Legde/Quitzöbel,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,KlickStrom24 plus,20.45,155.36,871.11,-136.586,1
17094,Burg Stargard,Neubrandenburger Stadtwerke GmbH,Grundversorgung,39.45,141.81,1522.56,Grundversorgung,32.04,141.81,1263.21,-259.35,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
13591,Berlin,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,SimplyFair Tarif,22.35639,106.5462,889.01985,SimplyFair Tarif,22.35639,106.5462,889.01985,0.0,1
16307,Mescherin,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
19372,Karrenzin,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
19205,Pokrent,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best natur,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
19309,Besandten,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,KlickStrom24 plus,20.45,155.36,871.11,-136.586,1
14822,Linthe,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
17509,Katzow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2185,50.42,933.0675,KlickStrom24 plus,22.45,133.46,919.21,-13.8575,1
18109,Rostock,Stadtwerke Rostock AG,STROM BASIS,34.005,75.7,1265.875,STROM BASIS,34.005,75.7,1265.875,0.0,NEWfair Strom 3 ,20.64,67.7,790.1,StrelaStrom city Rostock,27.67,72.0,,,1
14806,Locktow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
17209,Sietow,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2437,50.42,933.9495,KlickStrom24 plus,22.45,133.46,919.21,-14.7395,1
15913,Schwielochsee,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,SimplyFair Tarif,20.59639,141.5378,862.41145,SimplyFair Tarif,20.59639,141.5378,862.41145,0.0,1
16833,Protzen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
10119,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
19205,Kneese,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best natur,23.5798,182.403,1007.696,StrelaStrom regio mv2,28.13,130.8,,,1
14806,Bad Belzig,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,NEWfair Strom 3 ,23.92,127.9,965.1,KlickStrom24 plus,22.45,133.46,919.21,-45.89,1
19273,Darchau,WEMAG AG,WEMAG Ökostrom Regional,37.56,190.2,1504.8,WEMAG Ökostrom Regional,31.65,167.88,1275.63,-229.17,MEIN STROM best,23.5798,182.403,1007.696,KlickStrom24 plus,20.45,155.36,871.11,-136.586,1
12053,Berlin,Vattenfall Europe Sales GmbH,Berlin Basis Privatstrom,34.798,102.89,1320.82,Berlin Basis Privatstrom,34.798,102.89,1320.82,0.0,NEWfair Strom 3 ,22.89,86.05,887.2,SimplyFair Tarif,22.35639,106.5462,889.01985,1.81985,1
17179,Altkalen,E.ON Energie Deutschland GmbH,E.ON Grundversorgung Strom,35.84,120.27,1374.67,E.ON Grundversorgung Strom,35.84,120.27,1374.67,0.0,MAINGAU StromGarant,25.2101,50.42,932.7735,KlickStrom24 plus,22.45,133.46,919.21,-13.5635,1
